Station,Year,Month,MaxT (Deg.Cel),MinT(Deg.Cel)
Ishurdi (10910),1994,1,25.25,11.68
Ishurdi (10910),1994,2,25.96,12.56
Ishurdi (10910),1994,3,33.23,18.67
Ishurdi (10910),1994,4,35.58,22.57
Ishurdi (10910),1994,5,35.38,25.05
Ishurdi (10910),1994,6,32.3,25.76
Ishurdi (10910),1994,7,32.58,26.29
Ishurdi (10910),1994,8,32.3,26.07
Ishurdi (10910),1994,9,32.61,24.89
Ishurdi (10910),1994,10,32.53,22.34
Ishurdi (10910),1994,11,29.38,17.34
Ishurdi (10910),1994,12,26.63,10.83
Ishurdi (10910),1995,1,23.94,8.8
Ishurdi (10910),1995,2,26.98,12.81
Ishurdi (10910),1995,3,33.14,17
Ishurdi (10910),1995,4,39.07,23.78
Ishurdi (10910),1995,5,36.99,26.34
Ishurdi (10910),1995,6,33.37,26.52
Ishurdi (10910),1995,7,31.69,25.86
Ishurdi (10910),1995,8,31.94,26.08
Ishurdi (10910),1995,9,32.03,25.75
Ishurdi (10910),1995,10,32.23,23.41
Ishurdi (10910),1995,11,28.76,18.01
Ishurdi (10910),1995,12,25.96,11.88
Ishurdi (10910),1996,1,24.45,10.4
Ishurdi (10910),1996,2,28.05,13.05
Ishurdi (10910),1996,3,33.97,19.76
Ishurdi (10910),1996,4,36.71,22.72
Ishurdi (10910),1996,5,36,25.47
Ishurdi (10910),1996,6,32.77,25.17
Ishurdi (10910),1996,7,32.71,26.25
Ishurdi (10910),1996,8,31.86,25.74
Ishurdi (10910),1996,9,32.98,25.8
Ishurdi (10910),1996,10,31.22,22.59
Ishurdi (10910),1996,11,29.72,16.78
Ishurdi (10910),1996,12,26.39,11.78
Ishurdi (10910),1997,1,24.27,9.6
Ishurdi (10910),1997,2,26.78,12.42
Ishurdi (10910),1997,3,32.29,19.28
Ishurdi (10910),1997,4,31.63,20.29
Ishurdi (10910),1997,5,35.35,24.37
Ishurdi (10910),1997,6,33.98,25.14
Ishurdi (10910),1997,7,32.03,25.83
Ishurdi (10910),1997,8,32.65,25.72
Ishurdi (10910),1997,9,31.57,25.56
Ishurdi (10910),1997,10,31.42,22.08
Ishurdi (10910),1997,11,29.39,18.5
Ishurdi (10910),1997,12,24.16,13.14
Ishurdi (10910),1998,1,21.18,10.18
Ishurdi (10910),1998,2,27.38,14.46
Ishurdi (10910),1998,3,29.79,16.21
Ishurdi (10910),1998,4,33.42,22.2
Ishurdi (10910),1998,5,33.73,24.31
Ishurdi (10910),1998,6,35.04,27.37
Ishurdi (10910),1998,7,32.64,26.41
Ishurdi (10910),1998,8,32.47,26.68
Ishurdi (10910),1998,9,32.18,26.17
Ishurdi (10910),1998,10,32.71,25.28
Ishurdi (10910),1998,11,29.91,20.35
Ishurdi (10910),1998,12,26.99,13.66
Ishurdi (10910),1999,1,25.22,10.92
Ishurdi (10910),1999,2,29.89,14.6
Ishurdi (10910),1999,3,34.8,18.62
Ishurdi (10910),1999,4,37.15,25.75
Ishurdi (10910),1999,5,34.12,24.78
Ishurdi (10910),1999,6,33.36,26.18
Ishurdi (10910),1999,7,31.78,25.93
Ishurdi (10910),1999,8,31.82,26.14
Ishurdi (10910),1999,9,31.37,25.56
Ishurdi (10910),1999,10,31.61,24.2
Ishurdi (10910),1999,11,29.83,18.52
Ishurdi (10910),1999,12,26.95,13.61
Ishurdi (10910),2000,1,24.31,10.76
Ishurdi (10910),2000,2,24.99,13.39
Ishurdi (10910),2000,3,31.85,17.92
Ishurdi (10910),2000,4,34.18,23.41
Ishurdi (10910),2000,5,33.42,24.37
Ishurdi (10910),2000,6,33.23,25.79
Ishurdi (10910),2000,7,32.55,26.43
Ishurdi (10910),2000,8,33.25,26.4
Ishurdi (10910),2000,9,31.35,25.36
Ishurdi (10910),2000,10,31.78,23.85
Ishurdi (10910),2000,11,30.29,18.58
Ishurdi (10910),2000,12,26.2,12.63
Ishurdi (10910),2001,1,23.95,9.58
Ishurdi (10910),2001,2,28.45,13.4
Ishurdi (10910),2001,3,33.32,17.89
Ishurdi (10910),2001,4,35.89,23.32
Ishurdi (10910),2001,5,32.86,23.42
Ishurdi (10910),2001,6,31.99,25.92
Ishurdi (10910),2001,7,32.45,26.33
Ishurdi (10910),2001,8,33.25,26.6
Ishurdi (10910),2001,9,32.57,25.76
Ishurdi (10910),2001,10,32.04,24.19
Ishurdi (10910),2001,11,29.66,19.4
Ishurdi (10910),2001,12,25.34,12.22
Ishurdi (10910),2002,1,25.2,12.07
Ishurdi (10910),2002,2,28.51,13.5
Ishurdi (10910),2002,3,32.67,18.75
Ishurdi (10910),2002,4,33.11,23.01
Ishurdi (10910),2002,5,32.7,24.35
Ishurdi (10910),2002,6,32.85,25.63
Ishurdi (10910),2002,7,32.62,26.27
Ishurdi (10910),2002,8,31.82,26.13
Ishurdi (10910),2002,9,32.47,25.67
Ishurdi (10910),2002,10,31.87,22.44
Ishurdi (10910),2002,11,29.26,18.06
Ishurdi (10910),2002,12,25.28,13.28
Ishurdi (10910),2003,1,21.7,8.29
Ishurdi (10910),2003,2,27.53,14.68
Ishurdi (10910),2003,3,30.32,18.06
Ishurdi (10910),2003,4,34.83,23.66
Ishurdi (10910),2003,5,35.42,24.76
Ishurdi (10910),2003,6,32.67,25.6
Ishurdi (10910),2003,7,33.11,26.35
Ishurdi (10910),2003,8,33.5,26.54
Ishurdi (10910),2003,9,32.53,25.86
Ishurdi (10910),2003,10,31.13,23.92
Ishurdi (10910),2003,11,29.8,16.77
Ishurdi (10910),2003,12,25.65,12.91
Ishurdi (10910),2004,1,22.75,10.5
Ishurdi (10910),2004,2,28.38,13.16
Ishurdi (10910),2004,3,34.16,20.19
Ishurdi (10910),2004,4,34.37,23.47
Ishurdi (10910),2004,5,36.54,25.25
Ishurdi (10910),2004,6,33.06,25.51
Ishurdi (10910),2004,7,32.21,26.02
Ishurdi (10910),2004,8,32.89,26.29
Ishurdi (10910),2004,9,31.47,25.41
Ishurdi (10910),2004,10,31.13,22.53
Ishurdi (10910),2004,11,29.4,16.49
Ishurdi (10910),2004,12,26.38,14.04
Ishurdi (10910),2005,1,23.57,11.41
Ishurdi (10910),2005,2,28.45,15.42
Ishurdi (10910),2005,3,32.89,20.11
Ishurdi (10910),2005,4,35.51,23.52
Ishurdi (10910),2005,5,34.96,24.47
Ishurdi (10910),2005,6,35.63,26.06
Ishurdi (10910),2005,7,32.37,26.14
Ishurdi (10910),2005,8,33.22,26.46
Ishurdi (10910),2005,9,33.53,26.05
Ishurdi (10910),2005,10,30.21,23.45
Ishurdi (10910),2005,11,28.82,17.41
Ishurdi (10910),2005,12,26.49,12.95
Ishurdi (10910),2006,1,24.68,10.44
Ishurdi (10910),2006,2,31.26,16.18
Ishurdi (10910),2006,3,33.62,18.54
Ishurdi (10910),2006,4,34.79,23.07
Ishurdi (10910),2006,5,34.63,24.54
Ishurdi (10910),2006,6,33.95,26.12
Ishurdi (10910),2006,7,33.06,26.6
Ishurdi (10910),2006,8,33.25,26.09
Ishurdi (10910),2006,9,33,25.59
Ishurdi (10910),2006,10,32.8,23.25
Ishurdi (10910),2006,11,29.24,17.71
Ishurdi (10910),2006,12,26.76,12.27
Ishurdi (10910),2007,1,24.88,9.33
Ishurdi (10910),2007,2,26.76,14.6
Ishurdi (10910),2007,3,31.54,16.86
Ishurdi (10910),2007,4,35.38,23.8
Ishurdi (10910),2007,5,36.24,24.81
Ishurdi (10910),2007,6,33.9,25.91
Ishurdi (10910),2007,7,32.53,25.89
Ishurdi (10910),2007,8,33.16,26.62
Ishurdi (10910),2007,9,32.84,25.95
Ishurdi (10910),2007,10,32.15,23.32
Ishurdi (10910),2007,11,29.8,18.13
Ishurdi (10910),2007,12,25.97,11.44
Ishurdi (10910),2008,1,23.76,11.25
Ishurdi (10910),2008,2,25.81,11.79
Ishurdi (10910),2008,3,32.66,20.37
Ishurdi (10910),2008,4,35.8,23.14
Ishurdi (10910),2008,5,35.56,24.38
Ishurdi (10910),2008,6,32.89,25.8
Ishurdi (10910),2008,7,32.08,26.06
Ishurdi (10910),2008,8,32.69,26.37
Ishurdi (10910),2008,9,33.2,25.79
Ishurdi (10910),2008,10,31.77,22.53
Ishurdi (10910),2008,11,29.96,16.77
Ishurdi (10910),2008,12,25.41,14.86
Ishurdi (10910),2009,1,24.75,12.15
Ishurdi (10910),2009,2,29.41,12.98
Ishurdi (10910),2009,3,33.57,18.14
Ishurdi (10910),2009,4,36.82,24.11
Ishurdi (10910),2009,5,34.69,24.62
Ishurdi (10910),2009,6,36.21,26.27
Ishurdi (10910),2009,7,33.39,26.61
Ishurdi (10910),2009,8,33.05,26.4
Ishurdi (10910),2009,9,33.52,26.04
Ishurdi (10910),2009,10,32.07,22.49
Ishurdi (10910),2009,11,29.84,17.89
Ishurdi (10910),2009,12,25.52,11.55
Ishurdi (10910),2010,1,22.25,9.25
Ishurdi (10910),2010,2,28.65,13.3
Ishurdi (10910),2010,3,35.83,20.62
Ishurdi (10910),2010,4,37.62,25.6
Ishurdi (10910),2010,5,35.22,25.53
Ishurdi (10910),2010,6,34.44,26.15
Ishurdi (10910),2010,7,33.91,26.68
Ishurdi (10910),2010,8,34.08,26.62
Ishurdi (10910),2010,9,33.16,25.77
Ishurdi (10910),2010,10,32.49,23.48
Ishurdi (10910),2010,11,30.19,18.5
Ishurdi (10910),2010,12,25.2,11.98
Ishurdi (10910),2011,1,22.65,8.44
Ishurdi (10910),2011,2,28.04,12.57
Ishurdi (10910),2011,3,32.99,18.74
Ishurdi (10910),2011,4,34.32,22.12
Ishurdi (10910),2011,5,34.12,24.06
Ishurdi (10910),2011,6,34.08,26.17
Ishurdi (10910),2011,7,33.27,26.33
Ishurdi (10910),2011,8,31.7,26.12
Ishurdi (10910),2011,9,32.64,26.06
Ishurdi (10910),2011,10,32.88,23.33
Ishurdi (10910),2011,11,29.32,16.84
Ishurdi (10910),2011,12,24.19,12.31
Ishurdi (10910),2012,1,23.46,11.55
Ishurdi (10910),2012,2,28.22,12.41
Ishurdi (10910),2012,3,33.87,17.83
Ishurdi (10910),2012,4,35.55,23.05
Ishurdi (10910),2012,5,37.38,25.68
Ishurdi (10910),2012,6,35.16,26.78
Ishurdi (10910),2012,7,33.15,26.48
Ishurdi (10910),2012,8,33.4,26.67
Ishurdi (10910),2012,9,33.46,26.21
Ishurdi (10910),2012,10,31.85,21.7
Ishurdi (10910),2012,11,27.95,16.23
Ishurdi (10910),2012,12,23.27,11.79
Ishurdi (10910),2013,1,23.2,8.62
Ishurdi (10910),2013,2,27.67,13.07
Ishurdi (10910),2013,3,33.82,18.28
Ishurdi (10910),2013,4,35.6,23.11
Ishurdi (10910),2013,5,33.2,24.9
Ishurdi (10910),2013,6,34.41,26.66
Ishurdi (10910),2013,7,33.65,26.75
Ishurdi (10910),2013,8,32.81,26.19
Ishurdi (10910),2013,9,33.59,26
Ishurdi (10910),2013,10,31.12,23.64
Ishurdi (10910),2013,11,29.31,15.57
Ishurdi (10910),2013,12,25.3,12.2
Ishurdi (10910),2014,1,22.83,10.56
Ishurdi (10910),2014,2,25.98,12.66
Ishurdi (10910),2014,3,32.16,17.49
Ishurdi (10910),2014,4,37.43,23.03
Ishurdi (10910),2014,5,36.67,25.71
Ishurdi (10910),2014,6,33.98,26.08
Ishurdi (10910),2014,7,33.28,26.44
Ishurdi (10910),2014,8,33.37,25.99
Ishurdi (10910),2014,9,33.28,25.37
Ishurdi (10910),2014,10,31.82,21.96
Ishurdi (10910),2014,11,29.65,15.58
Ishurdi (10910),2014,12,24.39,11.78
Ishurdi (10910),2015,1,23.82,11.14
Ishurdi (10910),2015,2,28.18,14.26
Ishurdi (10910),2015,3,32.72,17.95
Ishurdi (10910),2015,4,33.61,22.23
Ishurdi (10910),2015,5,35.25,24.72
Ishurdi (10910),2015,6,33.89,26.52
Ishurdi (10910),2015,7,32.91,26.21
Ishurdi (10910),2015,8,32.98,26.8
Ishurdi (10910),2015,9,33.95,25.85
Ishurdi (10910),2015,10,32.72,23.06
Ishurdi (10910),2015,11,30.28,18.02
Ishurdi (10910),2015,12,25.51,13.63
Ishurdi (10910),2016,1,24.02,10.94
Ishurdi (10910),2016,2,29.15,15.83
Ishurdi (10910),2016,3,33.92,19.84
Ishurdi (10910),2016,4,37.07,25.48
Ishurdi (10910),2016,5,34.59,24.11
Ishurdi (10910),2016,6,34.59,26.28
Ishurdi (10910),2016,7,32.83,26.61
Ishurdi (10910),2016,8,33.43,26.58
Ishurdi (10910),2016,9,33.18,26.23
Ishurdi (10910),2016,10,32.94,24.31
Ishurdi (10910),2016,11,29.74,17.9
Ishurdi (10910),2016,12,26.29,13.63
Ishurdi (10910),2017,1,25.08,11.14
Ishurdi (10910),2017,2,28.89,14.01
Ishurdi (10910),2017,3,31.25,18.68
Ishurdi (10910),2017,4,34.78,23.28
Ishurdi (10910),2017,5,35.09,25.13
Ishurdi (10910),2017,6,34.43,26.28
Ishurdi (10910),2017,7,32.17,26.37
Ishurdi (10910),2017,8,33.51,26.83
Ishurdi (10910),2017,9,33.74,26.54
Ishurdi (10910),2017,10,31.84,24.54
Ishurdi (10910),2017,11,29.18,17.95
Ishurdi (10910),2017,12,26,14.68
Ishurdi (10910),2018,1,22.24,8.65
Ishurdi (10910),2018,2,28.61,14.35
Ishurdi (10910),2018,3,33.5,18.94
Ishurdi (10910),2018,4,32.99,21.98
Ishurdi (10910),2018,5,32.91,24.03
Ishurdi (10910),2018,6,35.04,26.45
Ishurdi (10910),2018,7,33.32,26.71
Ishurdi (10910),2018,8,33.84,27.05
Ishurdi (10910),2018,9,34.21,26.16
Ishurdi (10910),2018,10,32,21.95
Ishurdi (10910),2018,11,29.96,16.99
Ishurdi (10910),2018,12,25.23,12.18
Ishurdi (10910),2019,1,25.63,10.54
Ishurdi (10910),2019,2,27.83,13.13
Ishurdi (10910),2019,3,32.19,17.8
Ishurdi (10910),2019,4,34.12,22.94
Ishurdi (10910),2019,5,35.87,25.68
Ishurdi (10910),2019,6,34.89,26.18
Ishurdi (10910),2019,7,34.03,26.56
Ishurdi (10910),2019,8,33.94,26.84
Ishurdi (10910),2019,9,32.65,26.25
Ishurdi (10910),2019,10,31.42,22.89
Ishurdi (10910),2019,11,29.7,18.53
Ishurdi (10910),2019,12,23.53,12.35
Ishurdi (10910),2020,1,23.2,11.29
Ishurdi (10910),2020,2,26.43,12.21
Ishurdi (10910),2020,3,31.47,17.77
Ishurdi (10910),2020,4,34.19,21.7
Ishurdi (10910),2020,5,33.62,24.08
Ishurdi (10910),2020,6,34.17,26.33
Ishurdi (10910),2020,7,33.83,26.87
Ishurdi (10910),2020,8,33.85,27.23
Ishurdi (10910),2020,9,33.55,26.84
Ishurdi (10910),2020,10,33.25,25.3
Ishurdi (10910),2020,11,29.94,17.64
Ishurdi (10910),2020,12,25.05,12.9
Ishurdi (10910),2021,1,23.8,11.42
Ishurdi (10910),2021,2,28.72,12.98
Ishurdi (10910),2021,3,34.36,19.42
Ishurdi (10910),2021,4,36.7,22.84
Ishurdi (10910),2021,5,34.81,24.33
Ishurdi (10910),2021,6,33.55,26.07
Ishurdi (10910),2021,7,33.96,26.32
Ishurdi (10910),2021,8,34.03,26.52
Ishurdi (10910),2021,9,33.48,26.33
Ishurdi (10910),2021,10,33.06,24.52
Ishurdi (10910),2021,11,28.97,17.31
Ishurdi (10910),2021,12,25.85,13.99
Ishurdi (10910),2022,1,23.32,12.03
Ishurdi (10910),2022,2,25.69,12.76
Ishurdi (10910),2022,3,33.94,19.56
Ishurdi (10910),2022,4,35.78,25.58
Ishurdi (10910),2022,5,34.07,24.19
Ishurdi (10910),2022,6,34.4,26.22
Ishurdi (10910),2022,7,35,26.74
Ishurdi (10910),2022,8,34.43,26.14
Ishurdi (10910),2022,9,33.72,25.59
Ishurdi (10910),2022,10,32.61,23.26
Ishurdi (10910),2022,11,30.26,16.71
Ishurdi (10910),2022,12,26.49,13.08
Sitakunda (11912),1985,1,26.54,13.15
Sitakunda (11912),1985,2,27.89,14.53
Sitakunda (11912),1985,3,29.55,22.55
Sitakunda (11912),1985,4,31.53,25.05
Sitakunda (11912),1985,5,31.12,24.23
Sitakunda (11912),1985,6,30.9,25.72
Sitakunda (11912),1985,7,29.66,24.73
Sitakunda (11912),1985,8,31.02,25.43
Sitakunda (11912),1985,9,31.35,25.43
Sitakunda (11912),1985,10,32.45,23.11
Sitakunda (11912),1985,11,29,17.96
Sitakunda (11912),1985,12,27.77,14.42
Sitakunda (11912),1986,1,26.44,12.36
Sitakunda (11912),1986,2,29.71,14.96
Sitakunda (11912),1986,3,32.26,19.79
Sitakunda (11912),1986,4,31.79,23.69
Sitakunda (11912),1986,5,32.72,24.34
Sitakunda (11912),1986,6,31.35,25.98
Sitakunda (11912),1986,7,30.22,25.42
Sitakunda (11912),1986,8,31.84,25.84
Sitakunda (11912),1986,9,31.27,25.14
Sitakunda (11912),1986,10,31.71,22.86
Sitakunda (11912),1986,11,30.16,18.94
Sitakunda (11912),1986,12,27.65,14.66
Sitakunda (11912),1987,1,26.93,12.61
Sitakunda (11912),1987,2,29.11,14.99
Sitakunda (11912),1987,3,30.47,20.42
Sitakunda (11912),1987,4,31.43,23.96
Sitakunda (11912),1987,5,33.07,24.9
Sitakunda (11912),1987,6,31.44,25.94
Sitakunda (11912),1987,7,29.7,25.44
Sitakunda (11912),1987,8,30.66,25.54
Sitakunda (11912),1987,9,31.59,25.36
Sitakunda (11912),1987,10,32.68,23.1
Sitakunda (11912),1987,11,30.64,20.15
Sitakunda (11912),1987,12,27.59,14.59
Sitakunda (11912),1988,1,27.44,12.9
Sitakunda (11912),1988,2,29.42,15.15
Sitakunda (11912),1988,3,31.57,20.48
Sitakunda (11912),1988,4,32.65,24.12
Sitakunda (11912),1988,5,32.08,25.03
Sitakunda (11912),1988,6,30.88,25.37
Sitakunda (11912),1988,7,31.02,25.61
Sitakunda (11912),1988,8,30.87,25.52
Sitakunda (11912),1988,9,31.95,25.22
Sitakunda (11912),1988,10,31.78,22.79
Sitakunda (11912),1988,11,30.7,19.13
Sitakunda (11912),1988,12,28.64,15.31
Sitakunda (11912),1989,1,25.61,9.77
Sitakunda (11912),1989,2,28.11,14.23
Sitakunda (11912),1989,3,32,17.82
Sitakunda (11912),1989,4,31.64,24.47
Sitakunda (11912),1989,5,33.02,25.99
Sitakunda (11912),1989,6,31.66,25.32
Sitakunda (11912),1989,7,30.69,25.37
Sitakunda (11912),1989,8,31.87,25.29
Sitakunda (11912),1989,9,31.51,25.13
Sitakunda (11912),1989,10,30.13,23.83
Sitakunda (11912),1989,11,29.85,16.56
Sitakunda (11912),1989,12,27.3,12.32
Sitakunda (11912),1990,1,26.38,12.48
Sitakunda (11912),1990,2,28.96,17.19
Sitakunda (11912),1990,3,28.9,18.68
Sitakunda (11912),1990,4,30.59,22.29
Sitakunda (11912),1990,5,32.63,24.76
Sitakunda (11912),1990,6,31.43,25.43
Sitakunda (11912),1990,7,29.7,25.01
Sitakunda (11912),1990,8,32,25.67
Sitakunda (11912),1990,9,31.65,25.51
Sitakunda (11912),1990,10,31.22,22.71
Sitakunda (11912),1990,11,30.44,20.35
Sitakunda (11912),1990,12,27.46,14.47
Sitakunda (11912),1991,1,25.82,12.84
Sitakunda (11912),1991,2,29.17,16.74
Sitakunda (11912),1991,3,33.06,21.44
Sitakunda (11912),1991,4,32.87,24.32
Sitakunda (11912),1991,5,30.85,24.49
Sitakunda (11912),1991,6,30.28,25.44
Sitakunda (11912),1991,7,30.68,25.49
Sitakunda (11912),1991,8,31.25,25.58
Sitakunda (11912),1991,9,30.85,25
Sitakunda (11912),1991,10,31.41,24
Sitakunda (11912),1991,11,28.68,17.84
Sitakunda (11912),1991,12,26.93,13.55
Sitakunda (11912),1992,1,25.35,11.65
Sitakunda (11912),1992,2,26.27,15.09
Sitakunda (11912),1992,3,29.55,22.92
Sitakunda (11912),1992,4,32.76,25.15
Sitakunda (11912),1992,5,32.36,24.5
Sitakunda (11912),1992,6,31.69,25.78
Sitakunda (11912),1992,7,30.52,25.31
Sitakunda (11912),1992,8,31.16,25.45
Sitakunda (11912),1992,9,31.53,25.12
Sitakunda (11912),1992,10,31.58,23.63
Sitakunda (11912),1992,11,29.55,19.13
Sitakunda (11912),1992,12,26.38,12.76
Sitakunda (11912),1993,1,25.88,11.94
Sitakunda (11912),1993,2,27.79,15.55
Sitakunda (11912),1993,3,29.76,18.69
Sitakunda (11912),1993,4,31.73,22.21
Sitakunda (11912),1993,5,31,23.7
Sitakunda (11912),1993,6,30.34,25.42
Sitakunda (11912),1993,7,30.37,25.45
Sitakunda (11912),1993,8,30.29,25.45
Sitakunda (11912),1993,9,31.14,25.22
Sitakunda (11912),1993,10,31.5,23.68
Sitakunda (11912),1993,11,29.89,18.53
Sitakunda (11912),1993,12,27.82,13.23
Sitakunda (11912),1994,1,27.04,11.74
Sitakunda (11912),1994,2,28.5,14.02
Sitakunda (11912),1994,3,30.12,20.25
Sitakunda (11912),1994,4,32.27,22.57
Sitakunda (11912),1994,5,32.31,25.31
Sitakunda (11912),1994,6,30.99,25.74
Sitakunda (11912),1994,7,30.82,25.6
Sitakunda (11912),1994,8,30.97,25.34
Sitakunda (11912),1994,9,32.08,25.07
Sitakunda (11912),1994,10,31.93,23.41
Sitakunda (11912),1994,11,29.9,18.45
Sitakunda (11912),1994,12,27.81,12.15
Sitakunda (11912),1995,1,26.63,11.17
Sitakunda (11912),1995,2,28.04,14.56
Sitakunda (11912),1995,3,32.5,18.35
Sitakunda (11912),1995,4,32.43,24.01
Sitakunda (11912),1995,5,32.44,26.92
Sitakunda (11912),1995,6,31.19,25.9
Sitakunda (11912),1995,7,30.42,25.58
Sitakunda (11912),1995,8,31.28,25.54
Sitakunda (11912),1995,9,31.46,25.54
Sitakunda (11912),1995,10,32.65,24.46
Sitakunda (11912),1995,11,29.07,21.04
Sitakunda (11912),1995,12,27.39,13.51
Sitakunda (11912),1996,1,26.37,11.61
Sitakunda (11912),1996,2,29.34,14.29
Sitakunda (11912),1996,3,31,21.87
Sitakunda (11912),1996,4,31.99,23.82
Sitakunda (11912),1996,5,32.61,25.32
Sitakunda (11912),1996,6,31.69,25.78
Sitakunda (11912),1996,7,30.94,25.92
Sitakunda (11912),1996,8,29.92,25.09
Sitakunda (11912),1996,9,32.3,25.49
Sitakunda (11912),1996,10,31.83,22.89
Sitakunda (11912),1996,11,30.34,18.74
Sitakunda (11912),1996,12,27.98,14.04
Sitakunda (11912),1997,1,26.11,10.5
Sitakunda (11912),1997,2,27.74,12.69
Sitakunda (11912),1997,3,30.89,19.91
Sitakunda (11912),1997,4,30.63,21.01
Sitakunda (11912),1997,5,32.53,24.34
Sitakunda (11912),1997,6,31.53,24.79
Sitakunda (11912),1997,7,30.58,25.08
Sitakunda (11912),1997,8,32.36,25.43
Sitakunda (11912),1997,9,31.31,24.61
Sitakunda (11912),1997,10,32.4,21.87
Sitakunda (11912),1997,11,31.12,18.98
Sitakunda (11912),1997,12,26.62,13.72
Sitakunda (11912),1998,1,25.46,12.8
Sitakunda (11912),1998,2,28.41,14.78
Sitakunda (11912),1998,3,30.26,17.73
Sitakunda (11912),1998,4,32.06,22.56
Sitakunda (11912),1998,5,32.87,24.78
Sitakunda (11912),1998,6,32.81,26.51
Sitakunda (11912),1998,7,30.33,25.42
Sitakunda (11912),1998,8,30.61,25.25
Sitakunda (11912),1998,9,32.98,25.32
Sitakunda (11912),1998,10,33.4,24.46
Sitakunda (11912),1998,11,32.21,20.83
Sitakunda (11912),1998,12,29.23,14.19
Sitakunda (11912),1999,1,27.86,11.38
Sitakunda (11912),1999,2,32.06,14.64
Sitakunda (11912),1999,3,32.75,20.28
Sitakunda (11912),1999,4,34.59,25.22
Sitakunda (11912),1999,5,32,24.95
Sitakunda (11912),1999,6,31.1,25.33
Sitakunda (11912),1999,7,30.81,25.13
Sitakunda (11912),1999,8,30.34,25.21
Sitakunda (11912),1999,9,31.48,25.03
Sitakunda (11912),1999,10,31.98,24.25
Sitakunda (11912),1999,11,31.48,18.05
Sitakunda (11912),1999,12,28.46,14.47
Sitakunda (11912),2000,1,27.24,12.32
Sitakunda (11912),2000,2,27.94,14.17
Sitakunda (11912),2000,3,31.17,19.56
Sitakunda (11912),2000,4,32.42,23.11
Sitakunda (11912),2000,5,31.89,23.85
Sitakunda (11912),2000,6,31.84,25.2
Sitakunda (11912),2000,7,31.13,25.18
Sitakunda (11912),2000,8,31.24,24.9
Sitakunda (11912),2000,9,31.87,24.85
Sitakunda (11912),2000,10,32.3,23.93
Sitakunda (11912),2000,11,31.35,18.3
Sitakunda (11912),2000,12,28.55,12.79
Sitakunda (11912),2001,1,27.52,10.1
Sitakunda (11912),2001,2,30.46,14.58
Sitakunda (11912),2001,3,33.36,18.46
Sitakunda (11912),2001,4,34.79,23.57
Sitakunda (11912),2001,5,32.22,24.02
Sitakunda (11912),2001,6,30.5,25.03
Sitakunda (11912),2001,7,30.86,25.22
Sitakunda (11912),2001,8,32.63,25.43
Sitakunda (11912),2001,9,32.67,24.97
Sitakunda (11912),2001,10,33.08,24.09
Sitakunda (11912),2001,11,30.53,20.14
Sitakunda (11912),2001,12,28.54,13.04
Sitakunda (11912),2002,1,27.86,13.1
Sitakunda (11912),2002,2,31.2,13.7
Sitakunda (11912),2002,3,33.57,18.14
Sitakunda (11912),2002,4,31.8,22.32
Sitakunda (11912),2002,5,31.58,23.49
Sitakunda (11912),2002,6,31.53,25.22
Sitakunda (11912),2002,7,30.71,25.49
Sitakunda (11912),2002,8,31.77,25.33
Sitakunda (11912),2002,9,32.69,25.24
Sitakunda (11912),2002,10,32.36,22.91
Sitakunda (11912),2002,11,30.44,19.74
Sitakunda (11912),2002,12,27.99,14.16
Sitakunda (11912),2003,1,25.86,10.9
Sitakunda (11912),2003,2,30.38,15.23
Sitakunda (11912),2003,3,31.13,17.77
Sitakunda (11912),2003,4,33.04,23.85
Sitakunda (11912),2003,5,33.04,25.09
Sitakunda (11912),2003,6,30.09,24.99
Sitakunda (11912),2003,7,32.04,25.78
Sitakunda (11912),2003,8,32.01,25.61
Sitakunda (11912),2003,9,32.26,25.32
Sitakunda (11912),2003,10,32.93,24.53
Sitakunda (11912),2003,11,30.92,17.15
Sitakunda (11912),2003,12,28.12,14.28
Sitakunda (11912),2004,1,26.34,12.97
Sitakunda (11912),2004,2,29.35,14.12
Sitakunda (11912),2004,3,31.67,21.02
Sitakunda (11912),2004,4,31.4,23.27
Sitakunda (11912),2004,5,33.88,25.3
Sitakunda (11912),2004,6,31.79,25.11
Sitakunda (11912),2004,7,30.81,25.41
Sitakunda (11912),2004,8,31.58,25.54
Sitakunda (11912),2004,9,31.26,24.88
Sitakunda (11912),2004,10,31.85,23.02
Sitakunda (11912),2004,11,30.52,16.88
Sitakunda (11912),2004,12,29.07,14.35
Sitakunda (11912),2005,1,27.23,12.25
Sitakunda (11912),2005,2,30.2,16.71
Sitakunda (11912),2005,3,30.8,21.45
Sitakunda (11912),2005,4,33.25,23.56
Sitakunda (11912),2005,5,32.95,24.16
Sitakunda (11912),2005,6,33.12,26.46
Sitakunda (11912),2005,7,31.56,25.48
Sitakunda (11912),2005,8,31.31,25.34
Sitakunda (11912),2005,9,33.13,25.15
Sitakunda (11912),2005,10,33.43,24.27
Sitakunda (11912),2005,11,31.06,17.69
Sitakunda (11912),2005,12,29.15,14.81
Sitakunda (11912),2006,1,28.05,11.82
Sitakunda (11912),2006,2,30.58,17.15
Sitakunda (11912),2006,3,34.04,19.41
Sitakunda (11912),2006,4,33.6,23.94
Sitakunda (11912),2006,5,33.28,24.48
Sitakunda (11912),2006,6,32.75,25.69
Sitakunda (11912),2006,7,31.36,25.79
Sitakunda (11912),2006,8,32.61,25.57
